Sampling type;Flag country;Year;Trip code;Harbour;Number of sets / hauls on trip;Days at sea;Sampling method;Aggregation level;Station number;Duration of fishing operation;Initial latitude;Initial longitude;Final latitude;Final longitude;Depth of fishing operation;Water depth;Catch registration;Species registration;Date;Area;Fishing activity category National;Fishing activity category European lvl 6;Species;Catch category;Weight;Subsample weight;Sex;Maturity method;Maturity Scale;Maturity Stage;Ageing method;Age;Length code;Length class;Number at length;Commercial size category scale;Commercial size category;fish ID;Individual weight
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;M;Macr;Medits scale;0;; ;mm;18;8;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;F;Macr;Medits scale;2a;; ;mm;18;1;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;M;Macr;Medits scale;0;; ;mm;18;5;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;19;3;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2a;; ;mm;19;3;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2c;; ;mm;19;1;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2d;; ;mm;19;3;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;M;Macr;Medits scale;0;; ;mm;19;15;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;F;Macr;Medits scale;2a;; ;mm;19;2;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;M;Macr;Medits scale;0;; ;mm;19;1;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2a;; ;mm;20;1;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;20;6;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2a;; ;mm;20;3;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2c;; ;mm;20;1;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2d;; ;mm;20;1;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;M;Macr;Medits scale;0;; ;mm;20;47;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;F;Macr;Medits scale;2a;; ;mm;20;2;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;M;Macr;Medits scale;0;; ;mm;20;3;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2a;; ;mm;21;2;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;21;1;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;21;14;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2a;; ;mm;21;3;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;M;Macr;Medits scale;0;; ;mm;21;40;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;F;Macr;Medits scale;2a;; ;mm;21;1;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;M;Macr;Medits scale;0;; ;mm;21;4;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;22;2;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;22;1;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;22;2;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;22;14;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2b;; ;mm;22;1;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;M;Macr;Medits scale;0;; ;mm;22;14;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;23;5;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;23;6;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;23;5;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;23;10;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;M;Macr;Medits scale;0;; ;mm;23;2;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;24;16;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;24;17;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;24;12;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;24;2;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2b;; ;mm;24;2;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;7350;1144;F;Macr;Medits scale;2d;; ;mm;24;1;CIBM;II;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;25;26;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;25;13;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;25;15;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;25;2;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;26;14;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;26;14;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;26;23;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;M;Macr;Medits scale;0;; ;mm;26;1;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;27;18;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;27;10;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;27;19;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;28;6;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;28;7;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;28;10;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Dis;3602;555;F;Macr;Medits scale;2b;; ;mm;28;1;CIBM;S;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;29;4;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;29;2;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;29;4;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2b;; ;mm;30;2;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;30;1;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2d;; ;mm;30;5;CIBM;I;;
S;ITA;2015;GSA9_2015_37;ITCEQ; ;1;Observer;T;999; ;42.7318;10.59598333;42.67181667;10.79865;108;108;All;All;29/05/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;9391;3333;F;Macr;Medits scale;2c;; ;mm;31;1;CIBM;I;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;23;3;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;24;9;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;25;14;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2c;; ;mm;26;2;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2d;; ;mm;26;1;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;26;17;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2b;; ;mm;27;4;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2c;; ;mm;27;2;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2d;; ;mm;27;1;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;27;24;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2b;; ;mm;28;11;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2c;; ;mm;28;5;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2d;; ;mm;28;5;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;28;8;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2b;; ;mm;29;11;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2c;; ;mm;29;9;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2d;; ;mm;29;9;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;29;4;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2b;; ;mm;30;9;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2c;; ;mm;30;10;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2d;; ;mm;30;4;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;30;1;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2b;; ;mm;31;9;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2c;; ;mm;31;7;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2d;; ;mm;31;7;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;M;Macr;Medits scale;0;; ;mm;31;1;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2b;; ;mm;32;8;CIBM;C;;
S;ITA;2015;GSA9_2015_4031;ITCVV; ;1;Observer;T;999; ;;;;;350;350;All;All;01/06/2015;GSA9; ;OTB_DES_>=40_0_0;Parapenaeus longirostris;Lan;12600;3150;F;Macr;Medits scale;2c;; ;mm;32;4;CIBM;C;;
