Sampling type;Flag country;Year;Trip code;Harbour;Number of sets / hauls on trip;Days at sea;Sampling method;Aggregation level;Station number;Duration of fishing operation;Initial latitude;Initial longitude;Final latitude;Final longitude;Depth of fishing operation;Water depth;Catch registration;Species registration;Date;Area;Fishing activity category National;Fishing activity category European lvl 6;Species;Catch category;Weight;Subsample weight;Sex;Maturity method;Maturity Scale;Maturity Stage;Ageing method;Age;Length code;Length class;Number at length;Commercial size category scale;Commercial size category;fish ID;Individual weight
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2c;;;mm;17;1;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;M;Macr;Medits scale;2d;;;mm;17;142;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;N;Macr;Medits scale;;;;mm;18;3;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;1;;;mm;18;27;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;M;Macr;Medits scale;2d;;;mm;18;152;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;18;23;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;N;Macr;Medits scale;;;;mm;19;8;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;M;Macr;Medits scale;2d;;;mm;19;103;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;19;88;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;N;Macr;Medits scale;;;;mm;20;2;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;M;Macr;Medits scale;2d;;;mm;20;53;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;20;85;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;N;Macr;Medits scale;;;;mm;21;1;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;M;Macr;Medits scale;2d;;;mm;21;15;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;21;81;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;N;Macr;Medits scale;;;;mm;22;1;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;M;Macr;Medits scale;2d;;;mm;22;7;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;22;72;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;M;Macr;Medits scale;2d;;;mm;23;2;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;23;41;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;24;30;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;25;27;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;26;6;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;27;12;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2c;;;mm;28;1;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;28;8;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;29;3;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;30;2;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2c;;;mm;31;1;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;176000;5500;F;Macr;Medits scale;2e;;;mm;32;1;COUNTRY1;1;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;7;2;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;8;21;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;8;2;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;9;68;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;9;15;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;10;87;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;10;21;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;1;;;mm;10;5;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;11;66;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;11;11;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;1;;;mm;11;10;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;12;52;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;12;6;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2a;;;mm;12;15;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;13;54;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;13;12;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2a;;;mm;13;1;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2b;;;mm;13;17;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;14;59;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;14;15;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2b;;;mm;14;2;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2d;;;mm;14;21;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;15;138;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;15;22;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2d;;;mm;15;60;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;16;137;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;16;18;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2d;;;mm;16;92;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;17;113;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;17;15;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2d;;;mm;17;75;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;18;70;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;1;;;mm;18;10;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2d;;;mm;18;24;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;19;28;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;M;Macr;Medits scale;2d;;;mm;19;4;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;2e;;;mm;19;3;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;N;Macr;Medits scale;;;;mm;20;8;COUNTRY1;S;;
S;COUNTRY1;1900;21_18_2017;ITMOL;7;2;Observer;T;999;1500;;;;;102;;All;All;29/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Dis;13200;3300;F;Macr;Medits scale;2e;;;mm;20;1;COUNTRY1;S;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;M;Macr;Medits scale;2d;;;mm;16;1;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;1;;;mm;17;1;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;M;Macr;Medits scale;2d;;;mm;17;5;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;N;Macr;Medits scale;;;;mm;18;2;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;1;;;mm;18;2;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;M;Macr;Medits scale;2d;;;mm;18;24;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2e;;;mm;18;1;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;N;Macr;Medits scale;;;;mm;19;1;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;1;;;mm;19;4;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2a;;;mm;19;1;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;M;Macr;Medits scale;2d;;;mm;19;40;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2e;;;mm;19;6;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;N;Macr;Medits scale;;;;mm;20;2;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2b;;;mm;20;3;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;M;Macr;Medits scale;2d;;;mm;20;36;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2e;;;mm;20;30;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2b;;;mm;21;2;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;M;Macr;Medits scale;2d;;;mm;21;10;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2e;;;mm;21;39;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;N;Macr;Medits scale;;;;mm;22;1;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2b;;;mm;22;8;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2c;;;mm;22;1;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;M;Macr;Medits scale;2d;;;mm;22;3;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2e;;;mm;22;39;COUNTRY1;1;;
S;COUNTRY1;1900;24_18_2017;ITMNP;4;1;Observer;T;999;960;;;;;89;;All;All;20/01/1900;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Parapenaeus longirostris;Lan;21600;2700;F;Macr;Medits scale;2b;;;mm;23;15;COUNTRY1;1;;
