ID,COUNTRY,AREA,START_YEAR,END_YEAR,SPECIES,SEX,UNIT,LENGTHCLASS,SAMPLE_SIZE,PRM,method_used
199747,XXX,999,2014,2014,DPS,F,mm,41,26,1,GLM. Logistic function. Binomial error
199748,XXX,999,2014,2014,DPS,F,mm,42,15,1,GLM. Logistic function. Binomial error
199749,XXX,999,2014,2014,DPS,F,mm,43,12,1,GLM. Logistic function. Binomial error
199750,XXX,999,2014,2014,DPS,F,mm,44,3,1,GLM. Logistic function. Binomial error
199751,XXX,999,2014,2014,DPS,F,mm,45,2,1,GLM. Logistic function. Binomial error
199752,XXX,999,2014,2014,DPS,F,mm,46,1,1,GLM. Logistic function. Binomial error
199753,XXX,999,2015,2015,DPS,F,mm,8,7,0.08,GLM. Logistic function. Binomial error
199754,XXX,999,2015,2015,DPS,F,mm,9,7,0.09,GLM. Logistic function. Binomial error
199755,XXX,999,2015,2015,DPS,F,mm,10,51,0.12,GLM. Logistic function. Binomial error
199756,XXX,999,2015,2015,DPS,F,mm,11,71,0.14,GLM. Logistic function. Binomial error
199757,XXX,999,2015,2015,DPS,F,mm,12,81,0.18,GLM. Logistic function. Binomial error
199758,XXX,999,2015,2015,DPS,F,mm,13,108,0.21,GLM. Logistic function. Binomial error
199759,XXX,999,2015,2015,DPS,F,mm,14,140,0.26,GLM. Logistic function. Binomial error
199760,XXX,999,2015,2015,DPS,F,mm,15,174,0.3,GLM. Logistic function. Binomial error
199761,XXX,999,2015,2015,DPS,F,mm,16,212,0.36,GLM. Logistic function. Binomial error
199762,XXX,999,2015,2015,DPS,F,mm,17,265,0.41,GLM. Logistic function. Binomial error
199763,XXX,999,2015,2015,DPS,F,mm,18,336,0.47,GLM. Logistic function. Binomial error
199764,XXX,999,2015,2015,DPS,F,mm,19,330,0.53,GLM. Logistic function. Binomial error
199765,XXX,999,2015,2015,DPS,F,mm,20,350,0.59,GLM. Logistic function. Binomial error
199766,XXX,999,2015,2015,DPS,F,mm,21,411,0.65,GLM. Logistic function. Binomial error
199767,XXX,999,2015,2015,DPS,F,mm,22,448,0.7,GLM. Logistic function. Binomial error
199768,XXX,999,2015,2015,DPS,F,mm,23,517,0.75,GLM. Logistic function. Binomial error
199769,XXX,999,2015,2015,DPS,F,mm,24,492,0.79,GLM. Logistic function. Binomial error
199770,XXX,999,2015,2015,DPS,F,mm,25,507,0.83,GLM. Logistic function. Binomial error
199771,XXX,999,2015,2015,DPS,F,mm,26,551,0.86,GLM. Logistic function. Binomial error
199772,XXX,999,2015,2015,DPS,F,mm,27,600,0.88,GLM. Logistic function. Binomial error
199773,XXX,999,2015,2015,DPS,F,mm,28,686,0.91,GLM. Logistic function. Binomial error
199774,XXX,999,2015,2015,DPS,F,mm,29,630,0.93,GLM. Logistic function. Binomial error
199775,XXX,999,2015,2015,DPS,F,mm,30,618,0.94,GLM. Logistic function. Binomial error
199776,XXX,999,2015,2015,DPS,F,mm,31,434,0.95,GLM. Logistic function. Binomial error
199777,XXX,999,2015,2015,DPS,F,mm,32,374,0.96,GLM. Logistic function. Binomial error
199778,XXX,999,2015,2015,DPS,F,mm,33,259,0.97,GLM. Logistic function. Binomial error
199779,XXX,999,2015,2015,DPS,F,mm,34,183,0.98,GLM. Logistic function. Binomial error
199780,XXX,999,2015,2015,DPS,F,mm,35,135,0.98,GLM. Logistic function. Binomial error
199781,XXX,999,2015,2015,DPS,F,mm,36,134,0.99,GLM. Logistic function. Binomial error
199782,XXX,999,2015,2015,DPS,F,mm,37,103,0.99,GLM. Logistic function. Binomial error
199783,XXX,999,2015,2015,DPS,F,mm,38,24,0.99,GLM. Logistic function. Binomial error
199784,XXX,999,2015,2015,DPS,F,mm,39,15,0.99,GLM. Logistic function. Binomial error
199785,XXX,999,2015,2015,DPS,F,mm,40,15,0.99,GLM. Logistic function. Binomial error
199786,XXX,999,2015,2015,DPS,F,mm,41,13,1,GLM. Logistic function. Binomial error
199787,XXX,999,2015,2015,DPS,F,mm,42,1,1,GLM. Logistic function. Binomial error
199788,XXX,999,2016,2016,DPS,F,mm,10,9,0.03,GLM. Logistic function. Binomial error
199789,XXX,999,2016,2016,DPS,F,mm,11,13,0.05,GLM. Logistic function. Binomial error
199790,XXX,999,2016,2016,DPS,F,mm,12,14,0.08,GLM. Logistic function. Binomial error
199791,XXX,999,2016,2016,DPS,F,mm,13,37,0.12,GLM. Logistic function. Binomial error
199792,XXX,999,2016,2016,DPS,F,mm,14,55,0.17,GLM. Logistic function. Binomial error
199793,XXX,999,2016,2016,DPS,F,mm,15,99,0.24,GLM. Logistic function. Binomial error
199794,XXX,999,2016,2016,DPS,F,mm,16,173,0.33,GLM. Logistic function. Binomial error
199795,XXX,999,2016,2016,DPS,F,mm,17,293,0.43,GLM. Logistic function. Binomial error
199796,XXX,999,2016,2016,DPS,F,mm,18,418,0.54,GLM. Logistic function. Binomial error
199797,XXX,999,2016,2016,DPS,F,mm,19,564,0.64,GLM. Logistic function. Binomial error
199798,XXX,999,2016,2016,DPS,F,mm,20,708,0.73,GLM. Logistic function. Binomial error
199799,XXX,999,2016,2016,DPS,F,mm,21,680,0.81,GLM. Logistic function. Binomial error
199800,XXX,999,2016,2016,DPS,F,mm,22,637,0.87,GLM. Logistic function. Binomial error
199801,XXX,999,2016,2016,DPS,F,mm,23,588,0.91,GLM. Logistic function. Binomial error
199802,XXX,999,2016,2016,DPS,F,mm,24,515,0.94,GLM. Logistic function. Binomial error
199803,XXX,999,2016,2016,DPS,F,mm,25,492,0.96,GLM. Logistic function. Binomial error
199804,XXX,999,2016,2016,DPS,F,mm,26,676,0.97,GLM. Logistic function. Binomial error
199805,XXX,999,2016,2016,DPS,F,mm,27,676,0.98,GLM. Logistic function. Binomial error
199806,XXX,999,2016,2016,DPS,F,mm,28,765,0.99,GLM. Logistic function. Binomial error
199807,XXX,999,2016,2016,DPS,F,mm,29,681,0.99,GLM. Logistic function. Binomial error
199808,XXX,999,2016,2016,DPS,F,mm,30,554,1,GLM. Logistic function. Binomial error
199809,XXX,999,2016,2016,DPS,F,mm,31,575,1,GLM. Logistic function. Binomial error
199810,XXX,999,2016,2016,DPS,F,mm,32,411,1,GLM. Logistic function. Binomial error
199811,XXX,999,2016,2016,DPS,F,mm,33,324,1,GLM. Logistic function. Binomial error
199812,XXX,999,2016,2016,DPS,F,mm,34,197,1,GLM. Logistic function. Binomial error
199813,XXX,999,2016,2016,DPS,F,mm,35,168,1,GLM. Logistic function. Binomial error
199814,XXX,999,2016,2016,DPS,F,mm,36,186,1,GLM. Logistic function. Binomial error
199815,XXX,999,2016,2016,DPS,F,mm,37,227,1,GLM. Logistic function. Binomial error
199816,XXX,999,2016,2016,DPS,F,mm,38,80,1,GLM. Logistic function. Binomial error
199817,XXX,999,2016,2016,DPS,F,mm,39,106,1,GLM. Logistic function. Binomial error
199818,XXX,999,2016,2016,DPS,F,mm,40,44,1,GLM. Logistic function. Binomial error
199819,XXX,999,2016,2016,DPS,F,mm,41,31,1,GLM. Logistic function. Binomial error
199820,XXX,999,2016,2016,DPS,F,mm,42,6,1,GLM. Logistic function. Binomial error
199821,XXX,999,2016,2016,DPS,F,mm,43,3,1,GLM. Logistic function. Binomial error
199822,XXX,999,2016,2016,DPS,F,mm,44,4,1,GLM. Logistic function. Binomial error
199823,XXX,999,2016,2016,DPS,F,mm,45,5,1,GLM. Logistic function. Binomial error
199824,XXX,999,2016,2016,DPS,F,mm,46,1,1,GLM. Logistic function. Binomial error
200398,XXX,999,2006,2006,DPS,F,mm,13,4,0.01,GLM. Logistic function. Binomial error
200399,XXX,999,2006,2006,DPS,F,mm,14,6,0.01,GLM. Logistic function. Binomial error
200400,XXX,999,2006,2006,DPS,F,mm,15,12,0.02,GLM. Logistic function. Binomial error
200401,XXX,999,2006,2006,DPS,F,mm,16,16,0.04,GLM. Logistic function. Binomial error
200402,XXX,999,2006,2006,DPS,F,mm,17,21,0.06,GLM. Logistic function. Binomial error
200403,XXX,999,2006,2006,DPS,F,mm,18,52,0.11,GLM. Logistic function. Binomial error
200404,XXX,999,2006,2006,DPS,F,mm,19,54,0.17,GLM. Logistic function. Binomial error
200405,XXX,999,2006,2006,DPS,F,mm,20,70,0.26,GLM. Logistic function. Binomial error
200406,XXX,999,2006,2006,DPS,F,mm,21,60,0.38,GLM. Logistic function. Binomial error
200407,XXX,999,2006,2006,DPS,F,mm,22,52,0.51,GLM. Logistic function. Binomial error
200408,XXX,999,2006,2006,DPS,F,mm,23,117,0.65,GLM. Logistic function. Binomial error
200409,XXX,999,2006,2006,DPS,F,mm,24,178,0.76,GLM. Logistic function. Binomial error
200410,XXX,999,2006,2006,DPS,F,mm,25,218,0.84,GLM. Logistic function. Binomial error
200411,XXX,999,2006,2006,DPS,F,mm,26,190,0.9,GLM. Logistic function. Binomial error
200412,XXX,999,2006,2006,DPS,F,mm,27,183,0.94,GLM. Logistic function. Binomial error
200413,XXX,999,2006,2006,DPS,F,mm,28,198,0.97,GLM. Logistic function. Binomial error
200414,XXX,999,2006,2006,DPS,F,mm,29,221,0.98,GLM. Logistic function. Binomial error
200415,XXX,999,2006,2006,DPS,F,mm,30,305,0.99,GLM. Logistic function. Binomial error
200416,XXX,999,2006,2006,DPS,F,mm,31,228,0.99,GLM. Logistic function. Binomial error
200417,XXX,999,2006,2006,DPS,F,mm,32,221,1,GLM. Logistic function. Binomial error
200418,XXX,999,2006,2006,DPS,F,mm,33,171,1,GLM. Logistic function. Binomial error
200419,XXX,999,2006,2006,DPS,F,mm,34,159,1,GLM. Logistic function. Binomial error
200420,XXX,999,2006,2006,DPS,F,mm,35,174,1,GLM. Logistic function. Binomial error
200421,XXX,999,2006,2006,DPS,F,mm,36,171,1,GLM. Logistic function. Binomial error
200422,XXX,999,2006,2006,DPS,F,mm,37,141,1,GLM. Logistic function. Binomial error
200423,XXX,999,2006,2006,DPS,F,mm,38,103,1,GLM. Logistic function. Binomial error
200424,XXX,999,2006,2006,DPS,F,mm,39,90,1,GLM. Logistic function. Binomial error
200425,XXX,999,2006,2006,DPS,F,mm,40,67,1,GLM. Logistic function. Binomial error
200426,XXX,999,2006,2006,DPS,F,mm,41,27,1,GLM. Logistic function. Binomial error
200427,XXX,999,2006,2006,DPS,F,mm,42,16,1,GLM. Logistic function. Binomial error
200428,XXX,999,2006,2006,DPS,F,mm,43,4,1,GLM. Logistic function. Binomial error
204479,XXX,999,2017,2017,DPS,F,mm,10,8,0.04,GLM. Logistic function. Binomial error
204480,XXX,999,2017,2017,DPS,F,mm,11,8,0.05,GLM. Logistic function. Binomial error
204481,XXX,999,2017,2017,DPS,F,mm,12,4,0.07,GLM. Logistic function. Binomial error
204482,XXX,999,2017,2017,DPS,F,mm,13,6,0.09,GLM. Logistic function. Binomial error
204483,XXX,999,2017,2017,DPS,F,mm,14,10,0.11,GLM. Logistic function. Binomial error
204484,XXX,999,2017,2017,DPS,F,mm,15,38,0.14,GLM. Logistic function. Binomial error
204485,XXX,999,2017,2017,DPS,F,mm,16,63,0.18,GLM. Logistic function. Binomial error
204486,XXX,999,2017,2017,DPS,F,mm,17,130,0.22,GLM. Logistic function. Binomial error
204487,XXX,999,2017,2017,DPS,F,mm,18,256,0.28,GLM. Logistic function. Binomial error
204488,XXX,999,2017,2017,DPS,F,mm,19,337,0.34,GLM. Logistic function. Binomial error
204489,XXX,999,2017,2017,DPS,F,mm,20,641,0.4,GLM. Logistic function. Binomial error
204490,XXX,999,2017,2017,DPS,F,mm,21,750,0.47,GLM. Logistic function. Binomial error
204491,XXX,999,2017,2017,DPS,F,mm,22,897,0.54,GLM. Logistic function. Binomial error
204492,XXX,999,2017,2017,DPS,F,mm,23,885,0.61,GLM. Logistic function. Binomial error
204493,XXX,999,2017,2017,DPS,F,mm,24,761,0.68,GLM. Logistic function. Binomial error
204494,XXX,999,2017,2017,DPS,F,mm,25,582,0.73,GLM. Logistic function. Binomial error
204495,XXX,999,2017,2017,DPS,F,mm,26,484,0.79,GLM. Logistic function. Binomial error
204496,XXX,999,2017,2017,DPS,F,mm,27,488,0.83,GLM. Logistic function. Binomial error
204497,XXX,999,2017,2017,DPS,F,mm,28,649,0.87,GLM. Logistic function. Binomial error
204498,XXX,999,2017,2017,DPS,F,mm,29,758,0.89,GLM. Logistic function. Binomial error
204499,XXX,999,2017,2017,DPS,F,mm,30,735,0.92,GLM. Logistic function. Binomial error
204500,XXX,999,2017,2017,DPS,F,mm,31,570,0.94,GLM. Logistic function. Binomial error
204501,XXX,999,2017,2017,DPS,F,mm,32,483,0.95,GLM. Logistic function. Binomial error
204502,XXX,999,2017,2017,DPS,F,mm,33,335,0.96,GLM. Logistic function. Binomial error
204503,XXX,999,2017,2017,DPS,F,mm,34,243,0.97,GLM. Logistic function. Binomial error
204504,XXX,999,2017,2017,DPS,F,mm,35,201,0.98,GLM. Logistic function. Binomial error
204505,XXX,999,2017,2017,DPS,F,mm,36,173,0.98,GLM. Logistic function. Binomial error
204506,XXX,999,2017,2017,DPS,F,mm,37,158,0.99,GLM. Logistic function. Binomial error
204507,XXX,999,2017,2017,DPS,F,mm,38,53,1,GLM. Logistic function. Binomial error
204508,XXX,999,2017,2017,DPS,F,mm,39,62,1,GLM. Logistic function. Binomial error
204509,XXX,999,2017,2017,DPS,F,mm,40,29,1,GLM. Logistic function. Binomial error
204510,XXX,999,2017,2017,DPS,F,mm,41,10,1,GLM. Logistic function. Binomial error
204511,XXX,999,2017,2017,DPS,F,mm,42,1,1,GLM. Logistic function. Binomial error
204512,XXX,999,2017,2017,DPS,F,mm,43,4,1,GLM. Logistic function. Binomial error
204513,XXX,999,2017,2017,DPS,F,mm,44,4,1,GLM. Logistic function. Binomial error
204514,XXX,999,2017,2017,DPS,F,mm,45,2,1,GLM. Logistic function. Binomial error
