Sampling type,Flag country,Year,Trip code,Harbour,Number of sets / hauls on trip,Days at sea,Sampling method,Aggregation level,Station number,Duration of fishing operation,Initial latitude,Initial longitude,Final latitude,Final longitude,Depth of fishing operation,Water depth,Catch registration,Species registration,Date,Area,Fishing activity category National,Fishing activity category European lvl 6,Species,Catch category,Weight,Subsample weight,Sex,Maturity method,Maturity Scale,Maturity Stage,Ageing method,Age,Length code,Length class,Number at length,Commercial size category scale,Commercial size category,fish ID,Individual weight
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,5082,927,F,Macr,Medits scale,2b,, ,mm,26,1,999,S,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,5082,927,F,Macr,Medits scale,2c,, ,mm,26,1,999,S,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2b,, ,mm,27,2,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,27,8,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2d,, ,mm,27,2,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,5082,927,M,Macr,Medits scale,0,, ,mm,27,1,999,S,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2b,, ,mm,28,4,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,28,8,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,5082,927,M,Macr,Medits scale,0,, ,mm,28,1,999,S,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2b,, ,mm,29,5,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,29,7,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2d,, ,mm,29,2,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,5082,927,F,Macr,Medits scale,2b,, ,mm,29,1,999,S,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2b,, ,mm,30,2,999,C,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2d,, ,mm,30,2,999,C,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2b,, ,mm,30,6,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,30,9,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2d,, ,mm,30,4,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,5082,927,F,Macr,Medits scale,2b,, ,mm,30,1,999,S,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2b,, ,mm,31,3,999,C,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2d,, ,mm,31,1,999,C,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,31,6,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2d,, ,mm,31,1,999,I,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2c,, ,mm,32,1,999,C,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2d,, ,mm,32,1,999,C,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2b,, ,mm,32,1,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,32,3,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2d,, ,mm,32,2,999,I,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2d,, ,mm,33,1,999,C,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,33,2,999,I,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2c,, ,mm,34,1,999,I,,
S,999,2014,999_2014_1123,ITLAW, ,1,Observer,T,999, ,,,,,,,All,All,11/12/2014,999, ,GNS_DEF_>=16_0_0,Parapenaeus longirostris,Lan,200,200,F,Macr,Medits scale,2d,, ,mm,35,1,999,C,,
S,999,2014,999_2014_3205,ITCEQ, ,1,Observer,T,999, ,42.73776667,10.76676667,42.80866667,10.5735,52,52,All,All,11/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,13142,2480,F,Macr,Medits scale,2b,, ,mm,36,1,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,M,Macr,Medits scale,0,, ,mm,14,1,999,S,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,15,1,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,F,Macr,Medits scale,1,, ,mm,15,2,999,S,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,M,Macr,Medits scale,0,, ,mm,15,1,999,S,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,15,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,15,1,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,16,5,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,F,Macr,Medits scale,1,, ,mm,16,1,999,S,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,M,Macr,Medits scale,0,, ,mm,16,1,999,S,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,16,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2c,, ,mm,16,4,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,16,1,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2a,, ,mm,17,2,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,17,7,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,F,Macr,Medits scale,1,, ,mm,17,1,999,S,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,M,Macr,Medits scale,0,, ,mm,17,2,999,S,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,17,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2c,, ,mm,17,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2d,, ,mm,17,2,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,17,2,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2a,, ,mm,18,2,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2c,, ,mm,18,2,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,18,5,999,II,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2c,, ,mm,18,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,18,5,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2c,, ,mm,19,1,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2d,, ,mm,19,2,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,19,5,999,II,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,19,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,19,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2c,, ,mm,19,3,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2d,, ,mm,19,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,19,15,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2a,, ,mm,20,4,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2d,, ,mm,20,1,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,20,8,999,II,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,20,2,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2c,, ,mm,20,5,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2d,, ,mm,20,5,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,20,14,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,19173,5059,M,Macr,Medits scale,0,, ,mm,21,2,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2a,, ,mm,21,3,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,21,7,999,II,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,21,3,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2a,, ,mm,21,2,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2c,, ,mm,21,14,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2d,, ,mm,21,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,21,22,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,19173,5059,F,Macr,Medits scale,2c,, ,mm,22,1,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,19173,5059,F,Macr,Medits scale,2d,, ,mm,22,1,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,19173,5059,M,Macr,Medits scale,0,, ,mm,22,3,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2b,, ,mm,22,1,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2c,, ,mm,22,3,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2d,, ,mm,22,1,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,M,Macr,Medits scale,0,, ,mm,22,5,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,F,Macr,Medits scale,2c,, ,mm,22,1,999,S,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Dis,480,57,M,Macr,Medits scale,0,, ,mm,22,1,999,S,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2b,, ,mm,22,1,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2c,, ,mm,22,10,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,F,Macr,Medits scale,2d,, ,mm,22,4,999,I,,
M,999,2014,999_2014_3212,ITPSS, ,1,Observer,T,999, ,,,,,400,400,Lan,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,68000,3400,M,Macr,Medits scale,0,, ,mm,22,51,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,19173,5059,F,Macr,Medits scale,2b,, ,mm,23,2,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,19173,5059,F,Macr,Medits scale,2d,, ,mm,23,1,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,19173,5059,M,Macr,Medits scale,0,, ,mm,23,13,999,I,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2b,, ,mm,23,3,999,II,,
S,999,2014,999_2014_3209,ITPTH, ,1,Observer,T,999, ,42.30193333,11.2246,42.17993333,11.43061667,107,107,All,All,18/12/2014,999, ,OTB_DES_>=40_0_0,Parapenaeus longirostris,Lan,1300,650,F,Macr,Medits scale,2c,, ,mm,23,1,999,II,,
